MWE,Regex,Quantity
Arregaçar as mangas,(arregaço|arregaças|arregaça|arregaçamos|arregaçam|arregaçarei|arregaçarás|arregaçará|arregaçaremos|arregaçarão|arregaçaria|arregaçarias|arregaçaria|arregaçaríamos|arregaçariam|arregaçava|arregaçavas|arregaçava|arregaçávamos|arregaçavam|arregacei|arregaçaste|arregaçou|arregaçamos|arregaçaram|arregace|arregaces|arregace|arregacemos|arregaceis|arregacem|arregaçando|arregaçado|arregaçada|arregaçados|arregaçadas|arregaçador|arregaçadores|arregaçadora|arregaçadoras|arregaçado|arregaçada|arregaçados|arregaçadas) as mangas,67
Armar o barraco,(armando|armei|armaste|armou|armamos|armastes|armaram|armando|armava|armavas|armava|armávamos|armáveis|armavam|armei|armaste|armou|armamos|armaste|armaram|armarei|armarás|armará|armaremos|armareis|armarão|armaria|armarias|armaria|armaríamos|armaríeis|armariam|arme|armes|arme|armemos|armeis|armem|armando|armando|armado|armada|armados|armadas|arma|armas|arma|armamos|armais|armam) o barraco,1
Armar um circo,(armando|armei|armaste|armou|armamos|armastes|armaram|armando|armava|armavas|armava|armávamos|armáveis|armavam|armei|armaste|armou|armamos|armaste|armaram|armarei|armarás|armará|armaremos|armareis|armarão|armaria|armarias|armaria|armaríamos|armaríeis|armariam|arme|armes|arme|armemos|armeis|armem|armando|armando|armado|armada|armados|armadas|arma|armas|arma|armamos|armais|armam) um circo,2
Arrumar a casa,(arrumo|arrumas|arruma|arrumamos|arrumais|arrumam|arrume|arrumes|arrume|arrumemos|arrumeis|arrumem|arrumava|arrumavas|arrumava|arrumávamos|arrumáveis|arrumavam|arrumei|arrumaste|arrumou|arrumamos|arrumastes|arrumaram|arrumara|arrumaras|arrumara|arrumáramos|arrumáreis|arrumaram|arrumarei|arrumarás|arrumará|arrumaremos|arrumareis|arrumarão|arrumaria|arrumarias|arrumaria|arrumaríamos|arrumaríeis|arrumariam|arrume|arrumes|arrume|arrumemos|arrumeis|arrumem|arrumando|arrumado|arrumada|arrumados|arrumadas|arrumaria|arrumarias|arrumaria|arrumaríamos|arrumaríeis|arrumariam|arrumava|arrumavas|arrumava|arrumávamos|arrumáveis|arrumavam|arrumei|arrumaste|arrumou|arrumamos|arrumastes|arrumaram|arrumara|arrumaras|arrumara|arrumáramos|arrumáreis|arrumaram|arrumarei|arrumarás|arrumará|arrumaremos|arrumareis|arrumarão|arrumando|arrumado|arrumada|arrumados|arrumadas|arrumo|arrumes|arrume|arrumemos|arrumeis|arrumem) a casa,94
Arriscar a (própria) pele,(arrisco|arrisca|arriscamos|arriscam|arriscas|arriscava|arriscavam|arriscavas|arriscávamos|arriscará|arriscarão|arriscarás|arriscaremos|arriscaríamos|arriscariam|arriscarias|arriscasse|arriscassem|arriscasses|arriscássemos|arriscar|arriscando|arriscado|arriscados|arriscada|arriscadas) a (própria) pele,9
Assistir de camarote,(assisto|assistes|assiste|assistimos|assistem|assistirei|assistirás|assistirá|assistiremos|assistirão|assistiria|assistirias|assistiria|assistiríamos|assistiriam|assistia|assistias|assistia|assistíamos|assistiam|assisti|assististe|assistiu|assistimos|assistiram|assista|assistas|assista|assistamos|assistais|assistam|assistindo|assistido|assistida|assistidos|assistidas|assistidor|assistidores|assistidora|assistidoras|assistido|assistida|assistidos|assistidas) de camarote,28
Arrumar a trouxa,(arrumo|arrumas|arruma|arrumamos|arrumais|arrumam|arrume|arrumes|arrume|arrumemos|arrumeis|arrumem|arrumava|arrumavas|arrumava|arrumávamos|arrumáveis|arrumavam|arrumei|arrumaste|arrumou|arrumamos|arrumastes|arrumaram|arrumara|arrumaras|arrumara|arrumáramos|arrumáreis|arrumaram|arrumarei|arrumarás|arrumará|arrumaremos|arrumareis|arrumarão|arrumaria|arrumarias|arrumaria|arrumaríamos|arrumaríeis|arrumariam|arrume|arrumes|arrume|arrumemos|arrumeis|arrumem|arrumando|arrumado|arrumada|arrumados|arrumadas|arrumaria|arrumarias|arrumaria|arrumaríamos|arrumaríeis|arrumariam|arrumava|arrumavas|arrumava|arrumávamos|arrumáveis|arrumavam|arrumei|arrumaste|arrumou|arrumamos|arrumastes|arrumaram|arrumara|arrumaras|arrumara|arrumáramos|arrumáreis|arrumaram|arrumarei|arrumarás|arrumará|arrumaremos|arrumareis|arrumarão|arrumando|arrumado|arrumada|arrumados|arrumadas|arrumo|arrumes|arrume|arrumemos|arrumeis|arrumem) a trouxa,1
Atacar pelas costas,(ataco|atacas|ataca|atacamos|atacam|atacarei|atacarás|atacará|atacaremos|atacarão|atacaria|atacarias|atacaria|atacaríamos|atacariam|atacava|atacavas|atacava|atacávamos|atacavam|ataquei|atacaste|atacou|atacamos|atacaram|ataque|ataques|ataque|ataquemos|ataqueis|ataquem|atacando|atacado|atacada|atacados|atacadas|atacador|atacadores|atacadora|atacadoras|atacado|atacada|atacados|atacadas) pelas costas,51
Atravessar o Rubicão,(atravesso|atravessa|atravessamos|atravessam|atravessas|atravessava|atravessavam|atravessavas|atravessávamos|atravessará|atravessarão|atravessarás|atravessaremos|atravessaríamos|atravessariam|atravessarias|atravessasse|atravessassem|atravessasses|atravessássemos|atravessar|atravessando|atravessado|atravessados|atravessada|atravessadas) o rubicão,3
Atirar-se aos pés,(atiro|atiras|atira|atiramos|atiram|atirarei|atirarás|atirará|atiraremos|atirarão|atiraria|atirarias|atiraria|atiraríamos|atirariam|atirava|atiravas|atirava|atirávamos|atiravam|atirei|atiraste|atirou|atiramos|atiraram|atire|atires|atire|atiremos|atireis|atirem|atirando|atirado|atirada|atirados|atiradas|atirador|atiradores|atiradora|atiradoras|atirado|atirada|atirados|atiradas)-se aos pés,3
Baixar a bola de ___,(baixo|baixas|baixa|baixamos|baixam|baixarei|baixarás|baixará|baixaremos|baixarão|baixaria|baixarias|baixaria|baixaríamos|baixariam|baixava|baixavas|baixava|baixávamos|baixavam|baixei|baixaste|baixou|baixamos|baixaram|baixa|baixas|baixa|baixamos|baixais|baixam|baixando|baixado|baixada|baixados|baixadas|baixador|baixadores|baixadora|baixadoras|baixado|baixada|baixados|baixadas) a bola de,1
Baixar o pau,(baixo|baixas|baixa|baixamos|baixam|baixarei|baixarás|baixará|baixaremos|baixarão|baixaria|baixarias|baixaria|baixaríamos|baixariam|baixava|baixavas|baixava|baixávamos|baixavam|baixei|baixaste|baixou|baixamos|baixaram|baixa|baixas|baixa|baixamos|baixais|baixam|baixando|baixado|baixada|baixados|baixadas|baixador|baixadores|baixadora|baixadoras|baixado|baixada|baixados|baixadas) o pau,5
Baixar a crista de ___,(baixo|baixas|baixa|baixamos|baixam|baixarei|baixarás|baixará|baixaremos|baixarão|baixaria|baixarias|baixaria|baixaríamos|baixariam|baixava|baixavas|baixava|baixávamos|baixavam|baixei|baixaste|baixou|baixamos|baixaram|baixa|baixas|baixa|baixamos|baixais|baixam|baixando|baixado|baixada|baixados|baixadas|baixador|baixadores|baixadora|baixadoras|baixado|baixada|baixados|baixadas) a crista de,0
Bater as botas,(bato|batas|bata|batemos|batam|baterei|baterás|baterá|bateremos|baterão|bateria|baterias|bateria|bateríamos|bateriam|batia|batias|batia|batíamos|batiam|bati|bataste|bateu|batemos|bateram|bata|batas|bata|batamos|batais|batam|batendo|batido|batida|batidos|batidas|batedor|batedores|batedora|batedoras|batido|batida|batidos|batidas) as botas,65
Baixar o sarrafo,(baixo|baixas|baixa|baixamos|baixam|baixarei|baixarás|baixará|baixaremos|baixarão|baixaria|baixarias|baixaria|baixaríamos|baixariam|baixava|baixavas|baixava|baixávamos|baixavam|baixei|baixaste|baixou|baixamos|baixaram|baixa|baixas|baixa|baixamos|baixais|baixam|baixando|baixado|baixada|baixados|baixadas|baixador|baixadores|baixadora|baixadoras|baixado|baixada|baixados|baixadas) o sarrafo,2
Bater bolo,(bato|batas|bata|batemos|batam|baterei|baterás|baterá|bateremos|baterão|bateria|baterias|bateria|bateríamos|bateriam|batia|batias|batia|batíamos|batiam|bati|bataste|bateu|batemos|bateram|bata|batas|bata|batamos|batais|batam|batendo|batido|batida|batidos|batidas|batedor|batedores|batedora|batedoras|batido|batida|batidos|batidas) bolo,2
Bater com a cara na porta,(bato|batas|bata|batemos|batam|baterei|baterás|baterá|bateremos|baterão|bateria|baterias|bateria|bateríamos|bateriam|batia|batias|batia|batíamos|batiam|bati|bataste|bateu|batemos|bateram|bata|batas|bata|batamos|batais|batam|batendo|batido|batida|batidos|batidas|batedor|batedores|batedora|batedoras|batido|batida|batidos|batidas) com a cara na porta,4
Bater na mesma tecla,(bato|batas|bata|batemos|batam|baterei|baterás|baterá|bateremos|baterão|bateria|baterias|bateria|bateríamos|bateriam|batia|batias|batia|batíamos|batiam|bati|bataste|bateu|batemos|bateram|bata|batas|bata|batamos|batais|batam|batendo|batido|batida|batidos|batidas|batedor|batedores|batedora|batedoras|batido|batida|batidos|batidas) na mesma tecla,35
Bater em todas as portas,(bato|batas|bata|batemos|batam|baterei|baterás|baterá|bateremos|baterão|bateria|baterias|bateria|bateríamos|bateriam|batia|batias|batia|batíamos|batiam|bati|bataste|bateu|batemos|bateram|bata|batas|bata|batamos|batais|batam|batendo|batido|batida|batidos|batidas|batedor|batedores|batedora|batedoras|batido|batida|batidos|batidas) em todas as portas,13
Beijar a lona,(beijar|beijas|beija|beijamos|beijam|beijarei|beijarás|beijará|beijaremos|beijarão|beijaria|beijarias|beijaria|beijaríamos|beijariam|beijava|beijavas|beijava|beijávamos|beijavam|beijei|beijaste|beijou|beijamos|beijaram|beija|beijas|beija|beijamos|beijais|beijam|beijando|beijado|beijada|beijados|beijadas|beijador|beijadores|beijadora|beijadoras|beijado|beijada|beijados|beijadas) a lona,117
Botar a boca no mundo,(botar|botas|bota|botamos|botam|botarei|botarás|botará|botaremos|botarão|botaria|botarias|botaria|botaríamos|botariam|botava|botavas|botava|botávamos|botavam|botei|botaste|botou|botamos|botaram|bota|botas|bota|botamos|botais|botam|botando|botado|botada|botados|botadas|botador|botadores|botadora|botadoras|botado|botada|botados|botadas) a boca no mundo,9
Borrar as calças,(borrar|borras|borra|borramos|borram|borrarei|borrarás|borrará|borraremos|borrarão|borraria|borrarias|borraria|borraríamos|borrariam|borrava|borravas|borrava|borrávamos|borravam|borrei|borraste|borrou|borramos|borraram|borra|borras|borra|borramos|borrais|borram|borrando|borrado|borrada|borrados|borradas|borrador|borradores|borradora|borradoras|borrado|borrada|borrados|borradas) as calças,9
Botar na cabeça,(botar|botas|bota|botamos|botam|botarei|botarás|botará|botaremos|botarão|botaria|botarias|botaria|botaríamos|botariam|botava|botavas|botava|botávamos|botavam|botei|botaste|botou|botamos|botaram|bota|botas|bota|botamos|botais|botam|botando|botado|botada|botados|botadas|botador|botadores|botadora|botadoras|botado|botada|botados|botadas) na cabeça,23
Brincar com fogo,(brinco|brinca|brincamos|brincam|brincas|brincava|brincavam|brincavas|brincávamos|brincará|brincarão|brincarás|brincaremos|brincaríamos|brincariam|brincarias|brincasse|brincassem|brincasses|brincássemos|brincar|brincando|brincado|brincados|brincada|brincadas) com fogo,188
Botar pra fora,(botar|botas|bota|botamos|botam|botarei|botarás|botará|botaremos|botarão|botaria|botarias|botaria|botaríamos|botariam|botava|botavas|botava|botávamos|botavam|botei|botaste|botou|botamos|botaram|bota|botas|bota|botamos|botais|botam|botando|botado|botada|botados|botadas|botador|botadores|botadora|botadoras|botado|botada|botados|botadas) pra fora,123
Botar pra fora (‘demitir’),(botar|botas|bota|botamos|botam|botarei|botarás|botará|botaremos|botarão|botaria|botarias|botaria|botaríamos|botariam|botava|botavas|botava|botávamos|botavam|botei|botaste|botou|botamos|botaram|bota|botas|bota|botamos|botais|botam|botando|botado|botada|botados|botadas|botador|botadores|botadora|botadoras|botado|botada|botados|botadas) pra fora (‘demitir’),0
Brigar com unhas e dentes,(brigar|brigas|briga|brigamos|brigam|brigarei|brigarás|brigará|brigaremos|brigarão|brigaria|brigarias|brigaria|brigaríamos|brigariam|brigava|brigavas|brigava|brigávamos|brigavam|briguei|brigaste|brigou|brigamos|brigaram|brigue|brigues|brigue|briguemos|brigai|brigam|brigando|brigado|brigada|brigados|brigadas|brigador|brigadores|brigadora|brigadoras|brigado|brigada|brigados|brigadas) com unhas e dentes,3
Brincar de médico,(brinco|brinca|brincamos|brincam|brincas|brincava|brincavam|brincavas|brincávamos|brincará|brincarão|brincarás|brincaremos|brincaríamos|brincariam|brincarias|brincasse|brincassem|brincasses|brincássemos|brincar|brincando|brincado|brincados|brincada|brincadas) de médico,44
Brincar de gato e rato,(brinco|brinca|brincamos|brincam|brincas|brincava|brincavam|brincavas|brincávamos|brincará|brincarão|brincarás|brincaremos|brincaríamos|brincariam|brincarias|brincasse|brincassem|brincasses|brincássemos|brincar|brincando|brincado|brincados|brincada|brincadas) de gato e rato,12
Cair como uma luva,(caio|cais|cai|caímos|caem|cairei|cairás|cairá|cairemos|cairão|cairia|cairias|cairia|cairíamos|cairiam|caía|caías|caía|caíamos|caíam|caí|caíste|caiu|caímos|caíram|caia|caias|caia|caiamos|caiais|caiam|caindo|caído|caída|caídos|caídas|caidor|caidores|caidora|caidoras|caído|caída|caídos|caídas) como uma luva,82
Cair da cama,(caio|cais|cai|caímos|caem|cairei|cairás|cairá|cairemos|cairão|cairia|cairias|cairia|cairíamos|cairiam|caía|caías|caía|caíamos|caíam|caí|caíste|caiu|caímos|caíram|caia|caias|caia|caiamos|caiais|caiam|caindo|caído|caída|caídos|caídas|caidor|caidores|caidora|caidoras|caído|caída|caídos|caídas) da cama,87
Cair de costas,(caio|cais|cai|caímos|caem|cairei|cairás|cairá|cairemos|cairão|cairia|cairias|cairia|cairíamos|cairiam|caía|caías|caía|caíamos|caíam|caí|caíste|caiu|caímos|caíram|caia|caias|caia|caiamos|caiais|caiam|caindo|caído|caída|caídos|caídas|caidor|caidores|caidora|caidoras|caído|caída|caídos|caídas) de costas,95
Cair das nuvens,(caio|cais|cai|caímos|caem|cairei|cairás|cairá|cairemos|cairão|cairia|cairias|cairia|cairíamos|cairiam|caía|caías|caía|caíamos|caíam|caí|caíste|caiu|caímos|caíram|caia|caias|caia|caiamos|caiais|caiam|caindo|caído|caída|caídos|caídas|caidor|caidores|caidora|caidoras|caído|caída|caídos|caídas) das nuvens,19
Cair de pé,(caio|cais|cai|caímos|caem|cairei|cairás|cairá|cairemos|cairão|cairia|cairias|cairia|cairíamos|cairiam|caía|caías|caía|caíamos|caíam|caí|caíste|caiu|caímos|caíram|caia|caias|caia|caiamos|caiais|caiam|caindo|caído|caída|caídos|caídas|caidor|caidores|caidora|caidoras|caído|caída|caídos|caídas) de pé,48
Cair de pau,(caio|cais|cai|caímos|caem|cairei|cairás|cairá|cairemos|cairão|cairia|cairias|cairia|cairíamos|cairiam|caía|caías|caía|caíamos|caíam|caí|caíste|caiu|caímos|caíram|caia|caias|caia|caiamos|caiais|caiam|caindo|caído|caída|caídos|caídas|caidor|caidores|caidora|caidoras|caído|caída|caídos|caídas) de pau,15
Cair do céu,(caio|cais|cai|caímos|caem|cairei|cairás|cairá|cairemos|cairão|cairia|cairias|cairia|cairíamos|cairiam|caía|caías|caía|caíamos|caíam|caí|caíste|caiu|caímos|caíram|caia|caias|caia|caiamos|caiais|caiam|caindo|caído|caída|caídos|caídas|caidor|caidores|caidora|caidoras|caído|caída|caídos|caídas) do céu,999
Cair duro,(caio|cais|cai|caímos|caem|cairei|cairás|cairá|cairemos|cairão|cairia|cairias|cairia|cairíamos|cairiam|caía|caías|caía|caíamos|caíam|caí|caíste|caiu|caímos|caíram|caia|caias|caia|caiamos|caiais|caiam|caindo|caído|caída|caídos|caídas|caidor|caidores|caidora|caidoras|caído|caída|caídos|caídas) duro,18
Cair fora,(caio|cais|cai|caímos|caem|cairei|cairás|cairá|cairemos|cairão|cairia|cairias|cairia|cairíamos|cairiam|caía|caías|caía|caíamos|caíam|caí|caíste|caiu|caímos|caíram|caia|caias|caia|caiamos|caiais|caiam|caindo|caído|caída|caídos|caídas|caidor|caidores|caidora|caidoras|caído|caída|caídos|caídas) fora,3055
Cair na mão,(caio|cais|cai|caímos|caem|cairei|cairás|cairá|cairemos|cairão|cairia|cairias|cairia|cairíamos|cairiam|caía|caías|caía|caíamos|caíam|caí|caíste|caiu|caímos|caíram|caia|caias|caia|caiamos|caiais|caiam|caindo|caído|caída|caídos|caídas|caidor|caidores|caidora|caidoras|caído|caída|caídos|caídas) na mão,25
Cair matando,(caio|cais|cai|caímos|caem|cairei|cairás|cairá|cairemos|cairão|cairia|cairias|cairia|cairíamos|cairiam|caía|caías|caía|caíamos|caíam|caí|caíste|caiu|caímos|caíram|caia|caias|caia|caiamos|caiais|caiam|caindo|caído|caída|caídos|caídas|caidor|caidores|caidora|caidoras|caído|caída|caídos|caídas) matando,45
Cair na rede,(caio|cais|cai|caímos|caem|cairei|cairás|cairá|cairemos|cairão|cairia|cairias|cairia|cairíamos|cairiam|caía|caías|caía|caíamos|caíam|caí|caíste|caiu|caímos|caíram|caia|caias|caia|caiamos|caiais|caiam|caindo|caído|caída|caídos|caídas|caidor|caidores|caidora|caidoras|caído|caída|caídos|caídas) na rede,54
Cair nas costas,(caio|cais|cai|caímos|caem|cairei|cairás|cairá|cairemos|cairão|cairia|cairias|cairia|cairíamos|cairiam|caía|caías|caía|caíamos|caíam|caí|caíste|caiu|caímos|caíram|caia|caias|caia|caiamos|caiais|caiam|caindo|caído|caída|caídos|caídas|caidor|caidores|caidora|caidoras|caído|caída|caídos|caídas) nas costas,9
Cair no laço,(caio|cais|cai|caímos|caem|cairei|cairás|cairá|cairemos|cairão|cairia|cairias|cairia|cairíamos|cairiam|caía|caías|caía|caíamos|caíam|caí|caíste|caiu|caímos|caíram|caia|caias|caia|caiamos|caiais|caiam|caindo|caído|caída|caídos|caídas|caidor|caidores|caidora|caidoras|caído|caída|caídos|caídas) no laço,0
Cair por terra,(caio|cais|cai|caímos|caem|cairei|cairás|cairá|cairemos|cairão|cairia|cairias|cairia|cairíamos|cairiam|caía|caías|caía|caíamos|caíam|caí|caíste|caiu|caímos|caíram|caia|caias|caia|caiamos|caiais|caiam|caindo|caído|caída|caídos|caídas|caidor|caidores|caidora|caidoras|caído|caída|caídos|caídas) por terra,409
Cair no mundo,(caio|cais|cai|caímos|caem|cairei|cairás|cairá|cairemos|cairão|cairia|cairias|cairia|cairíamos|cairiam|caía|caías|caía|caíamos|caíam|caí|caíste|caiu|caímos|caíram|caia|caias|caia|caiamos|caiais|caiam|caindo|caído|caída|caídos|caídas|caidor|caidores|caidora|caidoras|caído|caída|caídos|caídas) no mundo,99
Cantar vitória,(canto|canta|cantamos|cantam|cantas|cantava|cantavam|cantavas|cantávamos|cantará|cantarão|cantarás|cantaremos|cantaríamos|cantariam|cantarias|cantasse|cantassem|cantasses|cantássemos|cantar|cantando|cantado|cantados|cantada|cantadas) vitória,76
